2016-12-23 21:34:16,505 [74] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: org2, Password: 123456, ClientIP: ::1, ::1, Token: b0b41473-b58e-4660-9303-cf106d6d67c7
2016-12-23 21:38:29,004 [18] INFO  LoginLogger [(null)] - Event: LoginByName; LoginName: turdziladze@gmail.com; Password: 123; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: 394b48c6-05d1-4c93-8a6b-356d89aec4a2; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: True
2016-12-23 21:38:58,390 [78] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: turdziladze@gmail.com, Password: 123, ClientIP: ::1, ::1, Token: 394b48c6-05d1-4c93-8a6b-356d89aec4a2
2016-12-23 21:38:58,401 [18] INFO  LoginLogger [(null)] - Event: Logout; LoginName: turdziladze@gmail.com; Password: 123; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: 394b48c6-05d1-4c93-8a6b-356d89aec4a2; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: 
2016-12-23 21:38:58,406 [70] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: , Password: , ClientIP: ::1, ::1, Token: 394b48c6-05d1-4c93-8a6b-356d89aec4a2
2016-12-23 21:39:13,926 [72] INFO  ServiceLoginLogger [(null)] - Login - LoginName: turdziladze@gmail.com, Password: 123, ClientIP: ::1, ::1, Token: 2194b9f7-00c5-4cd1-a3e6-426da4b7b650
2016-12-23 21:39:13,961 [69] INFO  LoginLogger [(null)] - Event: LoginByName; LoginName: turdziladze@gmail.com; Password: 123; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: 2194b9f7-00c5-4cd1-a3e6-426da4b7b650; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: True
2016-12-23 21:39:49,962 [68] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: turdziladze@gmail.com, Password: 123, ClientIP: ::1, ::1, Token: 2194b9f7-00c5-4cd1-a3e6-426da4b7b650
2016-12-23 21:39:49,973 [69] INFO  LoginLogger [(null)] - Event: Logout; LoginName: turdziladze@gmail.com; Password: 123; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: 2194b9f7-00c5-4cd1-a3e6-426da4b7b650; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: 
2016-12-23 21:39:49,979 [70] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: , Password: , ClientIP: ::1, ::1, Token: 2194b9f7-00c5-4cd1-a3e6-426da4b7b650
2016-12-23 21:39:53,547 [78] INFO  ServiceLoginLogger [(null)] - Login - LoginName: Moe, Password: 123456, ClientIP: ::1, ::1, Token: 5ce0a420-c579-4686-a049-0239d1fc5757
2016-12-23 21:39:53,581 [67] INFO  LoginLogger [(null)] - Event: LoginByName; LoginName: Moe; Password: 123456; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: 5ce0a420-c579-4686-a049-0239d1fc5757; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: True
2016-12-23 21:40:36,447 [70] INFO  ServiceLoginLogger [(null)] - Login - LoginName: superadmin, Password: resetpass, ClientIP: ::1, ::1, Token: b3456009-d439-4c66-b5f7-85ea26a06958
2016-12-23 21:40:36,474 [72] INFO  LoginLogger [(null)] - Event: LoginByName; LoginName: superadmin; Password: resetpass; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: b3456009-d439-4c66-b5f7-85ea26a06958; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: True
2016-12-23 21:46:18,172 [80] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: Moe, Password: 123456, ClientIP: ::1, ::1, Token: 5ce0a420-c579-4686-a049-0239d1fc5757
2016-12-23 21:46:18,182 [74] INFO  LoginLogger [(null)] - Event: Logout; LoginName: superadmin; Password: resetpass; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: b3456009-d439-4c66-b5f7-85ea26a06958; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: 
2016-12-23 21:46:18,198 [63] INFO  ServiceLoginLogger [(null)] - Logout - LoginName: superadmin, Password: resetpass, ClientIP: ::1, ::1, Token: b3456009-d439-4c66-b5f7-85ea26a06958
2016-12-23 21:46:22,592 [74] INFO  ServiceLoginLogger [(null)] - Login - LoginName: org1, Password: 123456, ClientIP: ::1, ::1, Token: e4ea0a91-9d2a-4eb9-8160-eb67f6b02701
2016-12-23 21:46:22,636 [64] INFO  LoginLogger [(null)] - Event: LoginByName; LoginName: org1; Password: 123456; ProjectID: 15e903ec-8bac-4619-aaa2-03c7c12afcea; Token: e4ea0a91-9d2a-4eb9-8160-eb67f6b02701; SessionID: rtfmwagut2juxztrpyww4ots; ClientIP: ::1, ::1; Success: True
